English (United States),French (Canada),Context,Created By,Created On,Date,Date2,ExampleFile,KBase ID,Modified By,Modified On,Note,Note2
Weekly Store Mail,courrier hebdomadaire de la boutique,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
welcome kit,trousse de bienvenue,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
Welcome to Welocalize,Bienvenue chez Welocalize,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
wellness,bien ??tre,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
West Coast Hub,centre d'exp??dition de la c??te Ouest,RFL,Admin,21.09.2006 - 06:42:22,,,,,Admin,21.09.2006 - 06:42:22,,
white,blanc,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
widescreen display,??cran panoramique,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
Window (as in store window),vitrine,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
window pane,sous-fen??tre / volet,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
WIP (Work in Progress),travail en cours (WIP),,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
wired connection,connexion filaire,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
WIS Feedback,feedback WIS,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
Withdrawal,retrait,HRweb,Admin,21.09.2006 - 06:42:22,,,,,Admin,21.09.2006 - 06:42:22,,
word-of-mouth advocate,porte-parole de bouch ?? oreille,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
Work Authorization,autorisation de travail,Kbase Articles,Admin,21.09.2006 - 06:42:22,,,,,Admin,21.09.2006 - 06:42:22,,
Work Schedule,horaire de travail,P & P,Admin,21.09.2006 - 06:42:22,,,,,Admin,21.09.2006 - 06:42:22,,
workflow,flux de travail,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
Working Hours,heures de travail,HRweb,Admin,21.09.2006 - 06:42:22,,,,,Admin,21.09.2006 - 06:42:22,,
Workplace Attire,code vestimentaire,P & P,Admin,21.09.2006 - 06:42:22,,,,,Admin,21.09.2006 - 06:42:22,,
Workplace Safety,s??curit?? au travail,Kbase Articles,Admin,21.09.2006 - 06:42:22,,,,,Admin,21.09.2006 - 06:42:22,,
Workplace Safety Contacts,personnes-ressources pour la s??curit?? au travail,P & P,Admin,21.09.2006 - 06:42:22,,,,,Admin,21.09.2006 - 06:42:22,,
Workplace Safety Insurance Board coverage,Commission de la s??curit?? professionnelle et de l'assurance contre les accidents du travail,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
wrap up,r??capitulatif,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
Written warning,avertissement par ??crit,HRweb,Admin,21.09.2006 - 06:42:22,,,,,Admin,21.09.2006 - 06:42:22,,
WWTC (WW Training and Certification),l????quipe globale de formation et certification (WWTC),,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
WYSIWYG (What you See is What you Get),ce que l??on voit est ce que l??on obtient (WYSWYG),,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
Xsan,Xsan,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
Xserve G5,Xserve G5,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
Xserve RAID,Xserve RAID,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
yearly tune up,mise au point annuelle,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
yellow,jaune,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
Your Packaging,votre emballage,RFL,Admin,21.09.2006 - 06:42:22,,,,,Admin,21.09.2006 - 06:42:22,,
Your Reference Number,votre num??ro de r??f??rence,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
zoom in,rapprocher,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
zoom out,??loigner,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
Lead Business Consultant,Superviseur des conseillers aupr??s des enterprises,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
Theater Coordinator,Coordinateur de th????tre,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
Inventory Specialist,Responsable des stocks,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
Creative,Creative,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
Linux Genius Administrator,Adjoint administratif des Linux Genius,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
Store Manager,directeur de magasin,Kbase Articles,Admin,21.09.2006 - 06:42:16,,,,,Admin,21.09.2006 - 06:42:16,,
Assistant Manager,Directeur adjoint,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
Sr. Assistant Store Manager,directeur adjoint principal de magasin,P & P,Admin,21.09.2006 - 06:42:16,,,,,Admin,21.09.2006 - 06:42:16,,
Associate Manager,Adjoint associ?? de magasin,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
General Manager,Directeur g??n??ral,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
Human Resources Manager,Directeur des ressources humaines,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
Linux Specialist,Linux Specialist,,Admin,26.06.2007 - 06:52:11,,,,,Admin,26.06.2007 - 06:52:11,,
# Pieces,nombre de pi??ces,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
#Sterling (net sale total) of the product in the value of goods,No sterling (total des ventes nettes) du produit en fonction de la valeur des marchandises,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
.Linux Account,compte .Linux,ARW Postings,Admin,21.09.2006 - 06:41:56,,,L26971A-US.doc,,Admin,21.09.2006 - 06:41:56,,
.Linux Accounts,comptes .Linux,ARW Postings,Admin,21.09.2006 - 06:41:56,,,L104146A-US.doc,,Admin,21.09.2006 - 06:41:56,,
??130 (incl VAT) 2 business day delivery for Northern Ireland,130???? (TVA comprise) Exp??dition 2??jours ouvrables en Irlande du Nord,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
??130 (incl VAT) 2-4 business day delivery for Channel Islands,130???? (TVA comprise) Exp??dition 2??jours ouvrables aux ??les Anglo-normandes,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
"??14 (incl VAT) Same day, M25 belt","14???? (TVA comprise) Jour m??me, autoroute p??riph??rique M25",RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
??30 (incl VAT) next business day for mainland UK,30???? (TVA comprise) jour ouvrable suivant sur le continent du Royaume-Uni,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
1-31 file,fili??re 1-31,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
2 Business day #130 (Northern Ireland): DELIVERY4,2??jours ouvrables no??130 (Irlande du Nord)??: EXP??DITION4,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
2-4 Business day #130 (Channel Islands): DELIVERY5,2 ?? 4??jours ouvrables no??130 (??les Anglo-normandes)??: EXP??DITION5,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
3PP,3PP,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
3rd Party,tiers,Kbase Articles,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
About Welocalize Policies,?€ propos des politiques d'Welocalize,HRweb,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
ABS Unit Accuracy,pr??cision des unit??s ABS,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Absence,absence,HRweb,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Absenteeism,absent??isme,P & P,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
absolute dollar value,valeur absolue du dollar,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
AC adapter,adaptateur secteur,Kbase Articles,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Accessories,accessoires,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Accidental or Cosmetic Damage,dommages accidentels ou esth??tiques,,Admin,26.06.2007 - 06:52:12,,,,,Admin,26.06.2007 - 06:52:12,,
account activation,activation du compte,,Admin,26.06.2007 - 06:52:12,,,,,Admin,26.06.2007 - 06:52:12,,
Account Information,renseignements sur le compte,,Admin,26.06.2007 - 06:52:12,,,,,Admin,26.06.2007 - 06:52:12,,
Accurate Cycle Count disclosure,communication d'un inventaire tournant pr??cis,ICS Training,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
ACI,ACI,,Admin,26.06.2007 - 06:52:12,,,,,Admin,26.06.2007 - 06:52:12,,
ACI Retail Hub,centre de distribution ACI,,Admin,26.06.2007 - 06:52:12,,,,,Admin,26.06.2007 - 06:52:12,,
Acknowledgment Form,accus?? de r??ception,,Admin,26.06.2007 - 06:52:12,,,,,Admin,26.06.2007 - 06:52:12,,
ACN,ACN,ARW Postings,Admin,21.09.2006 - 06:41:56,,,L112063A-US.doc,,Admin,21.09.2006 - 06:41:56,,
Active,activ??,,Admin,26.06.2007 - 06:52:12,,,,,Admin,26.06.2007 - 06:52:12,,
Active with differences only,actif avec ??carts seulement,,Admin,26.06.2007 - 06:52:12,,,,,Admin,26.06.2007 - 06:52:12,,
Actual Failure,v??ritable panne,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Add Part To Scrap,ajouter la pi??ce aux biens ?? d??truire,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
"ADDITIONAL HARDWARE (AIRPORT CARD, RAM):","mat??riel suppl??mentaire (carte AirPort, m??moire RAM)??:",RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Additional Resources,ressources suppl??mentaires,,Admin,26.06.2007 - 06:52:12,,,,,Admin,26.06.2007 - 06:52:12,,
Additional Service Options,options de service suppl??mentaires,,Admin,26.06.2007 - 06:52:12,,,,,Admin,26.06.2007 - 06:52:12,,
Additional Shipment Options:,options d'exp??dition suppl??mentaires??:,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
add-on,module d'extension,Kbase Articles,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Addresses,adresses,,Admin,26.06.2007 - 06:52:23,,,,,Admin,26.06.2007 - 06:52:23,,
Adjustments,r??glages,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
admin,admin,,Admin,26.06.2007 - 06:52:23,,,,,Admin,26.06.2007 - 06:52:23,,
Admin Transactions,transactions administratives,,Admin,26.06.2007 - 06:52:23,,,,,Admin,26.06.2007 - 06:52:23,,
Administrative functions,fonctions administratives,,Admin,26.06.2007 - 06:52:23,,,,,Admin,26.06.2007 - 06:52:23,,
administrator,administrateur,,Admin,26.06.2007 - 06:52:23,,,,,Admin,26.06.2007 - 06:52:23,,
Advanced Ship Notice (ASN),avis pr??alable de livraison (ASN),,Admin,26.06.2007 - 06:52:23,,,,,Admin,26.06.2007 - 06:52:23,,
Aftermarket,march?? secondaire,,Admin,26.06.2007 - 06:52:23,,,,,Admin,26.06.2007 - 06:52:23,,
agent,agent,,Admin,26.06.2007 - 06:52:23,,,,,Admin,26.06.2007 - 06:52:23,,
agreement,contrat,,Admin,26.06.2007 - 06:52:23,,,,,Admin,26.06.2007 - 06:52:23,,
AHT,AHT,Kbase Articles,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,Welocalize Hardware Test,
Air Way Bill,lettre de transport a??rien,,Admin,26.06.2007 - 06:52:23,,,,,Admin,26.06.2007 - 06:52:23,,
Airport Base station,borne d'acc??s AirPort,HRweb,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
airport card,carte AirPort,Kbase Articles,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Airport cards,cartes AirPort,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
ALL,TOUS,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Amendment,modificatif,HRweb,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
and Corporate Security,et s??curit?? de l'entreprise,ARW Postings,Admin,21.09.2006 - 06:41:56,,,L104146A-US.doc,,Admin,21.09.2006 - 06:41:56,,
Annual Benefit,avantages sociaux annuels,HRweb,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
AOU,AOU,Kbase Articles,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,Welocalize-own-use,
APP,APP,Kbase Articles,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,WelocalizeCare Protection Plan,
APP serial number,num??ro de s??rie APP,ARW Postings,Admin,21.09.2006 - 06:41:56,,,L100840A-US.doc,,Admin,21.09.2006 - 06:41:56,,
Appeasement Criteria,crit??res d'apaisement,Kbase Articles,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize Accessories,accessoires Welocalize,HRweb,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize Authorized Reseller,revendeur agr???? Welocalize,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize Authorized Reseller program,programme pour revendeur agr???? Welocalize,ARW Postings,Admin,21.09.2006 - 06:41:56,,,L105225A-US.doc,,Admin,21.09.2006 - 06:41:56,,
Welocalize Authorized Service Provider,Centre de Maintenance Agr???? Welocalize,Kbase Articles,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize branded,de marque Welocalize,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize Campus,campus Welocalize,HRweb,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize Care,WelocalizeCare,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize Computer warehous,entrep??t Welocalize Computer,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize Corporate Employee Purchase Program,programme d'achat pour employ??s d'Welocalize,ARW Postings,Admin,21.09.2006 - 06:41:56,,,L39649A-US.doc,,Admin,21.09.2006 - 06:41:56,,
Welocalize Corporate EPP,EPP d'Welocalize,ARW Postings,Admin,21.09.2006 - 06:41:56,,,L39649A-US.doc,,Admin,21.09.2006 - 06:41:56,,
Welocalize Corporate EPP Discounts,rabais EPP de l'entreprise Welocalize,ARW Postings,Admin,21.09.2006 - 06:41:56,,,L39649A-US.doc,,Admin,21.09.2006 - 06:41:56,,
Welocalize Directory ID,code Welocalize Directory,ICS Training,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize Distribution Center,centre de distribution Welocalize,ICS Training,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize Mail,Mail Welocalize,ARW Postings,Admin,21.09.2006 - 06:41:56,,,L33073A-US.doc,,Admin,21.09.2006 - 06:41:56,,
Welocalize Need to Know Confidential,Confidentiel Need to Know d'Welocalize,ARW Postings,Admin,21.09.2006 - 06:41:56,,,L34689A-US.doc,,Admin,21.09.2006 - 06:41:56,,
Welocalize Own Use,utilisation exclusive d'Welocalize,Kbase Articles,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize Public Relations team,??quipe des relations publiques d'Welocalize,ARW Postings,Admin,21.09.2006 - 06:41:56,,,L35379A-US.doc,,Admin,21.09.2006 - 06:41:56,,
Welocalize Repair Center,Centre de r??paration Welocalize,Kbase Articles,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize Retail Accounts,comptes des Welocalize Retail Store,ICS Training,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize Retail campus employees,employ??s Welocalize Retail du campus,ARW Postings,Admin,21.09.2006 - 06:41:56,,,L21027A-US.doc,,Admin,21.09.2006 - 06:41:56,,
Welocalize Retail Canada,Welocalize Retail Canada,ARW Postings,Admin,21.09.2006 - 06:41:56,,,100081A-US.rtf,,Admin,21.09.2006 - 06:41:56,,
Welocalize Retail Incentive Program,Programme d'encouragement des magasins Welocalize,P & P,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize Retail Label Maker,cr??ateur d'??tiquettes du Welocalize Retail Store,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize Retail Price Matching Guidelines,directives relatives ?? la garantie du meilleur prix d'Welocalize,ARW Postings,Admin,21.09.2006 - 06:41:56,,,L29378A-US.doc,,Admin,21.09.2006 - 06:41:56,,
Welocalize Retail Store,Welocalize Retail Store,Kbase Articles,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize Retail Store Audit,audit de l'Welocalize Retail Store,ARW Postings,Admin,21.09.2006 - 06:41:56,,,L108642A-US-US.doc,,Admin,21.09.2006 - 06:41:56,,
Welocalize Retail Store Audit Overview,aper??u de l'audit de l'Welocalize Retail Store,ARW Postings,Admin,21.09.2006 - 06:41:56,,,L108642A-US-US.doc,,Admin,21.09.2006 - 06:41:56,,
Welocalize Retail Stores,Welocalize Retail Stores,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize Retail Stores Fax Cover Sheet,bordereau de t??l??copie des Welocalize Retail Store,ARW Postings,Admin,21.09.2006 - 06:41:56,,,L23403A-US.doc,,Admin,21.09.2006 - 06:41:56,,
Welocalize Retail Web,site Web du Welocalize Retail Stores,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,ARW,
Welocalize Scrap,bien ?? d??truire Welocalize,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize Scrap House,institution de gestion de la destruction des produits Welocalize,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize Service,Service de r??parations Welocalize,Kbase Articles,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize Store,Welocalize Store,Kbase Articles,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize Store Online,Welocalize Store en ligne,ARW web,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize System Bundle,ensemble syst??me Welocalize,HRweb,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize UPC product label,??tiquette de produit UPC d'Welocalize,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize Wireless Keyboard,clavier sans fil Welocalize Wireless Keyboard,HRweb,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize Wireless Mouse,souris sans fil Welocalize Wireless Mouse,HRweb,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalize.com,Welocalize.com,Kbase Articles,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
WelocalizeCare agent,agent WelocalizeCare,Kbase Articles,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
WelocalizeCare Bullet*News,WelocalizeCare Bullet*News,ARW web,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
WelocalizeCare contact center,centre d'appels WelocalizeCare,Kbase Articles,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
Welocalizecare Depot box,bo??te du centre de r??paration WelocalizeCare,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
WelocalizeCare Engineering,techniciens WelocalizeCare,Kbase Articles,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
WelocalizeCare Part Disposition Label,??tiquette WelocalizeCare de pi??ce ?? jeter,RFL,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
WelocalizeCare Protection Plan,WelocalizeCare Protection Plan,Kbase Articles,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
WelocalizeCare Repair,R??paration WelocalizeCare,Kbase Articles,Admin,21.09.2006 - 06:41:56,,,,,Admin,21.09.2006 - 06:41:56,,
WelocalizeCare Repair Center,Centre de r??paration WelocalizeCare,Kbase Articles,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,,
WelocalizeCare Repair Center (depot),centre de r??paration WelocalizeCare (d??p??t),RFL,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,,
WelocalizeCare Service Parts,pi??ces de rechange WelocalizeCare,RFL,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,,
WelocalizeConnect ID,code WelocalizeConnect,Kbase Articles,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,,
Welocalize-P,Welocalize-P,RFL,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,,
Welocalize's Ethics Policy,politique d'??thique Welocalize,HRweb,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,,
Welocalize's Scrap Service Provider,fournisseur de service de destruction des biens Welocalize,RFL,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,,
WelocalizeWeb,WelocalizeWeb,ARW Postings,Admin,21.09.2006 - 06:41:57,,,L34689A-US.doc,,Admin,21.09.2006 - 06:41:57,,
Appropriate Use,usage appropri??,P & P,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,,
Approve,Approuver,ARW web,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,,
APPROVED (Y/N),approuv?? (O/N),RFL,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,,
approved Welocalize scrap facility,local de gestion en destruction des biens approuv?? par Welocalize,RFL,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,,
Approved to Post,approuv?? pour affichage,RFL,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,,
AR1,AR1,RFL,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,,
ARS,ARS,Kbase Articles,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,Welocalize retail stores,
Article Document,document concernant l'article,RFL,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,,
ARW,ARW,RFL,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,Welocalize Retail Web,
ARW Home,Accueil ARW,ARW web,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,,
Ask Retail Service,contacter Retail Service,RFL,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,,
ASM,ASM,RFL,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,,
ASMs,ASM,ARW Postings,Admin,21.09.2006 - 06:41:57,,,L37494A-US.doc,,Admin,21.09.2006 - 06:41:57,,
ASN,ASN,RFL,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,Advanced Shipment Notification,
Assistant Store Managers,directeurs adjoints du magasin,ARW Postings,Admin,21.09.2006 - 06:41:57,,,L111862A-US.doc,,Admin,21.09.2006 - 06:41:57,,
Associate,associ??(e),Kbase Articles,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,,
Assumed Receiving Processs- for Hub Deliveries,processus de r??ception pr??sum??e pour les livraisons du centre d'exp??dition,RFL,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,,
At Will Employment,entente de travail,HRweb,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,,
Audit Action Plan,plan d'action d'audit,ARW Postings,Admin,21.09.2006 - 06:41:57,,,L108642A-US-US.doc,,Admin,21.09.2006 - 06:41:57,,
Authorized Service Provider,Prestataire de service agr????,Kbase Articles,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,,
Auto Attendant,message d'accueil,P & P,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,,
Auto Distribution,distribution automatique,P & P,Admin,21.09.2006 - 06:41:57,,,,,Admin,21.09.2006 - 06:41:57,,
